id,key,value,type 
3907892221,postcode,34460,addr
3907892221,housenumber,73,addr
3937514078,name,Nispetiye,regular
3937514078,railway,Subway_Entrance,regular
3937514079,name,Nispetiye,regular
3937514079,railway,Subway_Entrance,regular
3937514080,name,Nispetiye,regular
3937514080,network,İstanbul Metrosu,regular
3937514080,railway,Station,regular
3937514080,station,Subway,regular
3937514081,name,Etiler,regular
3937514081,railway,Subway_Entrance,regular
3937514082,name,Etiler,regular
3937514082,network,İstanbul Metrosu,regular
3937514082,railway,Station,regular
3937514082,station,Subway,regular
3937514083,name,Boğaziçi Üniversitesi,regular
3937514083,railway,Subway_Entrance,regular
3960135380,name,CHP İstanbul İl Başkanlığı,regular
3960135380,office,Political_Party,regular
3960185664,fee,No,regular
3960185664,amenity,Parking,regular
3960185664,covered,No,regular
3960185664,parking,Surface,regular
3960185664,surface,Asphalt,regular
3960185664,capacity,10,regular
3960185860,name,Zorlu Holding,regular
3960185860,office,Company,regular
3998552479,name,Butcha Steakhouse & Marly,regular
3998552479,phone,+902129390191,regular
3998552479,amenity,Restaurant,regular
3998552479,website,Http://Www.Butcha.Com,regular
3998552479,city,Şişli,addr
3998552479,street,Büyükdere Avenue,addr
3998552479,postcode,34394,addr
3998552479,housenumber,187,addr
4005932118,name,Akbank ATM,regular
4005932118,amenity,Atm,regular
4005932119,name,HSBC ATM,regular
4005932119,amenity,Atm,regular
4005932136,name,Boğaziçi Eczanesi,regular
4005932136,amenity,Pharmacy,regular
4035752476,name,Kuzguncuk,regular
4035752476,bench,Yes,regular
4035752476,covered,No,regular
4035752476,highway,Bus_Stop,regular
4035752476,shelter,Yes,regular
4035752476,operator,İETT,regular
4035752477,name,Kuzguncuk,regular
4035752477,bench,No,regular
4035752477,covered,No,regular
4035752477,highway,Bus_Stop,regular
4035752477,shelter,No,regular
4035752477,operator,İETT,regular
4035752478,name,Kuzguncuk Taksi,regular
4035752478,amenity,Taxi,regular
4036532173,highway,Traffic_Signals,regular
4036532173,traffic_signals,Signal,regular
4036599876,name,Kuzguncuk Çınaraltı,regular
4036599876,amenity,Cafe,regular
4036599876,cuisine,Regional,regular
4036599876,street,Kuzguncuk Çarşısı Avenue,addr
4036600523,name,Kuzguncuk Aile Hekimliği,regular
4036600523,amenity,Clinic,regular
4036600524,name,Dilim Pastanesi,regular
4036600524,amenity,Cafe,regular
4036600524,cuisine,Sandwich,regular
4036810892,name,Kardeşler Market,regular
4036810892,shop,Supermarket,regular
4036810893,name,Met-Et Döner,regular
4036810893,amenity,Restaurant,regular
4036810893,cuisine,Kebab,regular
4036810893,takeaway,Yes,regular
4043703535,name,Garanti,regular
4043703535,amenity,Bank,regular
4043703536,name,Denizbank,regular
4043703536,amenity,Bank,regular
4043703537,name,Şok,regular
4043703537,shop,Supermarket,regular
4043705880,name,TEB,regular
4043705880,amenity,Bank,regular
4043705881,name,Kahve Dünyası,regular
4043705881,amenity,Cafe,regular
4043705882,name,Yapı Kredi,regular
4043705882,amenity,Bank,regular
4043707284,name,Osman Pastanesi,regular
4043707284,shop,Bakery,regular
4043707285,name,Domino'S Pizza,regular
4043707285,amenity,Fast_Food,regular
4043707843,name,Gourmet Garage,regular
4043707843,shop,Deli,regular
4043707844,name,Bodrum Mantı,regular
4043707844,amenity,Restaurant,regular
4043707845,name,Akbank,regular
4043707845,amenity,Bank,regular
4043707846,name,Türkiye İş Bankası,regular
4043707846,amenity,Bank,regular
4044269474,name,Et Ekmek Salça,regular
4044269474,amenity,Restaurant,regular
4044269475,name,Lider Market,regular
4044269475,shop,Supermarket,regular
4044269476,name,Little Caesars Pizza,regular
4044269476,amenity,Fast_Food,regular
4044269477,name,Pizzeria Ulus,regular
4044269477,amenity,Restaurant,regular
4044269478,name,Uniş,regular
4044269478,shop,Bakery,regular
4044269479,name,Orhan Pastanesi,regular
4044269479,shop,Bakery,regular
4044269480,name,Gür-Bak,regular
4044269480,shop,Convenience,regular
4044310880,name,China Big Box & Sushi,regular
4044310880,amenity,Restaurant,regular
4044310881,name,Finansbank,regular
4044310881,amenity,Bank,regular
4044310882,name,HSBC,regular
4044310882,amenity,Bank,regular
4044310883,name,Kösteci Şaban Usta,regular
4044310883,amenity,Restaurant,regular
4044310884,name,Maydanoz Kebap,regular
4044310884,amenity,Restaurant,regular
4044310885,name,Nişantaşı Çiftliği,regular
4044310885,shop,Convenience,regular
4044310886,name,Ziraat Bankası,regular
4044310886,amenity,Bank,regular
4044315491,amenity,Pharmacy,regular
4044315492,name,Şifa,regular
4044315492,amenity,Pharmacy,regular
4047095797,name,Balık Lounge,regular
4047095797,amenity,Restaurant,regular
4047095798,name,Bistro 34,regular
4047095798,amenity,Cafe,regular
4047095799,name,Cookshop,regular
4047095799,amenity,Restaurant,regular
4047095800,name,Zerafet,regular
4047095800,amenity,Restaurant,regular
4047095801,shop,Convenience,regular
4051681491,name,Karafırın,regular
4051681491,shop,Bakery,regular
4051681492,name,Migros,regular
4051681492,shop,Supermarket,regular
4051681493,name,Ulus Oditoryumu,regular
4051681493,amenity,Conference_Centre,regular
4052354622,name,Mecidiyeköy KBB Ve Vertigo Kliniği,regular
4052354622,amenity,Hospital,regular
4052354622,website,Http://Www.Mecidiyekoykbb.Com,regular
4052354622,operator,Prof. Dr. Burak Ömür Çakır,regular
4052354622,city,İstanbul,addr
4052354622,emergency,No,regular
4052354622,street,Ortaklar Avenue,addr
4052354622,postcode,34346,addr
4052354622,housenumber,5/A,addr
4053651175,atm,Yes,regular
4053651175,name,Akbank,regular
4053651175,amenity,Bank,regular
4053651176,atm,Yes,regular
4053651176,name,Garanti,regular
4053651176,amenity,Bank,regular
4053651177,name,Kaşıbeyaz Baklava,regular
4053651177,shop,Bakery,regular
4053651178,name,Kerem,regular
4053651178,amenity,Pharmacy,regular
4053651179,name,MMM Migros,regular
4053651179,shop,Supermarket,regular
4053651180,name,Papa John'S,regular
4053651180,amenity,Fast_Food,regular
4053651185,highway,Bus_Stop,regular
4053651186,highway,Traffic_Signals,regular
4053651187,highway,Traffic_Signals,regular
4053663974,atm,Yes,regular
4053663974,name,Denizbank,regular
4053663974,amenity,Bank,regular
4053663975,highway,Traffic_Signals,regular
4053663976,highway,Traffic_Signals,regular
4053680400,name,Adanalı Hasan Kolcuoğlu,regular
4053680400,amenity,Restaurant,regular
4053680401,name,Uygulama Oteli,regular
4053680401,tourism,Hotel,regular
4053680402,highway,Bus_Stop,regular
4053680403,highway,Traffic_Signals,regular
4053680404,highway,Traffic_Signals,regular
4053740052,name,Bolulu Hasan Usta,regular
4053740052,shop,Bakery,regular
4053740053,name,Club İmza,regular
4053740053,amenity,Nightclub,regular
4053740054,name,Delta Bisiklet,regular
4053740054,shop,Bicycle,regular
4053740055,name,Etiler Marmaris,regular
4053740055,amenity,Fast_Food,regular
4053740056,name,Hatay Medeniyetler Sofrası,regular
4053740056,amenity,Restaurant,regular
4053740057,name,Namlı Kebap,regular
4053740057,amenity,Restaurant,regular
4053740058,name,Nisp-Et,regular
4053740058,amenity,Restaurant,regular
4053740059,name,Nöropsikiyatri Etiler Kliniği,regular
4053740059,amenity,Clinic,regular
4053740060,name,Referans Motors,regular
4053740060,shop,Car,regular
4053740061,name,Set Kebap,regular
4053740061,amenity,Restaurant,regular
4053740062,atm,Yes,regular
4053740062,name,T-Bank,regular
4053740062,amenity,Bank,regular
4053740063,name,Tatlıses Kebap,regular
4053740063,amenity,Restaurant,regular
4053740068,highway,Traffic_Signals,regular
4053740069,highway,Traffic_Signals,regular
4053740071,highway,Traffic_Signals,regular
4053740072,highway,Traffic_Signals,regular
4053740074,highway,Traffic_Signals,regular
4053740077,highway,Traffic_Signals,regular
4053740078,highway,Traffic_Signals,regular
4053740079,highway,Traffic_Signals,regular
4053740080,highway,Traffic_Signals,regular
4053740081,highway,Bus_Stop,regular
4053740194,name,Çobanoğlu,regular
4053740194,shop,Car,regular
4053741134,atm,Yes,regular
4053741134,name,Turkish Bank,regular
4053741134,amenity,Bank,regular
4053760857,atm,Yes,regular
4053760857,name,Denizbank,regular
4053760857,amenity,Bank,regular
4053760858,atm,Yes,regular
4053760858,name,Fibabanka,regular
4053760858,amenity,Bank,regular
4053760859,atm,Yes,regular
4053760859,name,Garanti,regular
4053760859,amenity,Bank,regular
4053760860,atm,Yes,regular
4053760860,name,Garanti,regular
4053760860,amenity,Bank,regular
4053760861,atm,Yes,regular
4053760861,name,Halkbank,regular
4053760861,amenity,Bank,regular
4053760862,name,Kahve Dünyası,regular
4053760862,amenity,Cafe,regular
4053760863,name,Köfteci Ramiz,regular
4053760863,amenity,Restaurant,regular
4053760864,atm,Yes,regular
4053760864,name,Türkiye İş Bankası,regular
4053760864,amenity,Bank,regular
4053760865,atm,Yes,regular
4053760865,name,Türkiye İş Bankası,regular
4053760865,amenity,Bank,regular
4053760866,atm,Yes,regular
4053760866,name,Ziraat Bankası,regular
4053760866,amenity,Bank,regular
4053760875,amenity,Taxi,regular
4053760876,name,Özsüt,regular
4053760876,shop,Bakery,regular
4053774738,atm,Yes,regular
4053774738,name,Akbank,regular
4053774738,amenity,Bank,regular
4053774739,name,KFC,regular
4053774739,amenity,Fast_Food,regular
4053774740,name,Konak Restaurant,regular
4053774740,amenity,Restaurant,regular
4053774741,atm,Yes,regular
4053774741,name,Odeabank,regular
4053774741,amenity,Bank,regular
4053774742,name,Pizza Hut,regular
4053774742,amenity,Fast_Food,regular
4053774743,atm,Yes,regular
4053774743,name,TEB,regular
4053774743,amenity,Bank,regular
4053774744,atm,Yes,regular
4053774744,name,Vakıfbank,regular
4053774744,amenity,Bank,regular
4053774745,atm,Yes,regular
4053774745,name,Yapı Kredi,regular
4053774745,amenity,Bank,regular
4053774746,atm,Yes,regular
4053774746,name,Ziraat Bankası,regular
4053774746,amenity,Bank,regular
4053774753,highway,Traffic_Signals,regular
4053774755,highway,Traffic_Signals,regular
4053774755,name,Levent,regular
4053774755,railway,Subway_Entrance,regular
4053774755,wheelchair,Limited,regular
4053781500,name,Mado,regular
4053781500,shop,Bakery,regular
4053781501,name,Mcdonald'S,regular
4053781501,amenity,Fast_Food,regular
4053781519,highway,Bus_Stop,regular
4053781520,name,Şirvan Kebap,regular
4053781520,amenity,Restaurant,regular
4053785522,atm,Yes,regular
4053785522,name,Finansbank,regular
4053785522,amenity,Bank,regular
4053785523,name,Kahve Dünyası,regular
4053785523,amenity,Cafe,regular
4053785524,name,Komşufırın,regular
4053785524,shop,Bakery,regular
4053786307,name,Billionaire,regular
4053786307,amenity,Nightclub,regular
4053791524,name,Essporto Health & Fitness Club,regular
4053791524,sport,Fitness,regular
4053791524,leisure,Sports_Centre,regular
4053791524,website,Http://Www.Essporto.Com/,regular
4053791524,building,Residential,regular
4053791524,city,Istanbul,addr
4053791524,street,Büyükdere Avenue,addr
4053791524,postcode,34330,addr
4053791524,opening_hours,06:00-23:00,regular
4053791524,housenumber,171,addr
4053797624,highway,Bus_Stop,regular
4053855695,name,Boyner,regular
4053855695,shop,Department_Store,regular
4053855696,name,Cinema Pink,regular
4053855696,amenity,Cinema,regular
4053855697,name,MMM Migros,regular
4053855697,shop,Supermarket,regular
4053855698,name,Mango,regular
4053855698,shop,Clothes,regular
4053855699,name,Marks & Spencer,regular
4053855699,shop,Department_Store,regular
4053860156,name,Burger King,regular
4053860156,amenity,Fast_Food,regular
4053860157,name,Cinema Pink,regular
4053860157,amenity,Cinema,regular
4053860158,name,Köfteci Ramiz,regular
4053860158,amenity,Restaurant,regular
4053860159,name,Macrocenter,regular
4053860159,shop,Supermarket,regular
4053860160,name,Mado,regular
4053860160,shop,Bakery,regular
4053860161,name,Remzi Kitapevi,regular
4053860161,shop,Books,regular
4053862156,name,Burger King,regular
4053862156,amenity,Fast_Food,regular
4053862157,name,Mcdonald'S,regular
4053862157,amenity,Fast_Food,regular
4053862158,name,Starbucks,regular
4053862158,amenity,Cafe,regular
4053862159,name,Teknosa,regular
4053862159,shop,Electronics,regular
4053864395,name,HD İskender,regular
4053864395,amenity,Restaurant,regular
4054655893,name,İsviçre Başkonsolosluğu,regular
4054655893,amenity,Embassy,regular
4054655893,en,Consulate General Of Switzerland,name
4055508500,name,Tayland Fahri Konsolosluğu,regular
4055508500,amenity,Embassy,regular
4055508500,en,Thai Consulate,name
4057360456,name,Ahmet Adnan Saygun Heykeli,regular
4057360456,tourism,Artwork,regular
4057360456,historic,Memorial,regular
4057360457,atm,Yes,regular
4057360457,name,Vakıfbank,regular
4057360457,amenity,Bank,regular
4057360481,highway,Traffic_Signals,regular
4057360485,highway,Traffic_Signals,regular
4057360488,highway,Traffic_Signals,regular
4057360791,highway,Traffic_Signals,regular
4057360795,highway,Traffic_Signals,regular
4057360796,amenity,Taxi,regular
4057360817,amenity,Taxi,regular
4057360846,highway,Traffic_Signals,regular
4057360847,highway,Traffic_Signals,regular
4057360850,highway,Traffic_Signals,regular
4057360853,highway,Traffic_Signals,regular
4057376869,highway,Traffic_Signals,regular
4057376870,highway,Traffic_Signals,regular
4057376873,highway,Traffic_Signals,regular
4057376878,highway,Traffic_Signals,regular
4057376879,highway,Traffic_Signals,regular
4057376880,highway,Traffic_Signals,regular
4057376881,highway,Traffic_Signals,regular
4057378731,name,Osman Ev Yemekleri,regular
4057378731,shop,Bakery,regular
4057378731,amenity,Restaurant,regular
4057395306,name,Metin,regular
4057395306,shop,Butcher,regular
4057395307,name,My Ora Cafe,regular
4057395307,amenity,Restaurant,regular
4057395308,name,Unpak,regular
4057395308,shop,Bakery,regular
4059035327,name,Akmerkez Residence,regular
4059035327,tourism,Hotel,regular
4059051018,name,Carrefoursa,regular
4059051018,shop,Supermarket,regular
4068084889,name,Tekel Deposu,regular
4068084889,highway,Bus_Stop,regular
4068084889,operator,İETT,regular
4068084890,name,Tekel Deposu,regular
4068084890,highway,Bus_Stop,regular
4068084890,operator,İETT,regular
4068084891,name,Paşa Limanı,regular
4068084891,highway,Bus_Stop,regular
4068084891,operator,İETT,regular
4068084892,name,Paşa Limanı,regular
4068084892,highway,Bus_Stop,regular
4068084892,operator,İETT,regular
4068084893,name,Abdullah Ağa,regular
4068084893,highway,Bus_Stop,regular
4068084893,operator,İETT,regular
4068084894,name,Şehit Samet Uslu Durağı,regular
4068084894,highway,Bus_Stop,regular
4068084894,operator,İETT,regular
4068084943,name,Tünel,regular
4068084943,highway,Bus_Stop,regular
4068084943,operator,İETT,regular
4068084944,name,Tünel,regular
4068084944,highway,Bus_Stop,regular
4068084944,operator,İETT,regular
4068084948,name,Subay Okulu,regular
4068084948,highway,Bus_Stop,regular
4068084948,operator,İETT,regular
4094095064,name,Median,regular
4094095064,amenity,Restaurant,regular
4124644489,name,Boulevard Pastanesi,regular
4124644489,amenity,Cafe,regular
4124644489,cuisine,Coffee_Shop,regular
4124644489,smoking,Outside,regular
4124644489,city,İstanbul,addr
4124644489,street,Yıldız Posta Avenue,addr
4124644489,internet_access,Yes,regular
4124644489,housenumber,15/C,addr
4124648206,name,Manolya Pastaneleri,regular
4124648206,amenity,Cafe,regular
4124648206,cuisine,Coffee_Shop,regular
4124648206,smoking,Outside,regular
4124648206,website,Http://Manolya.Com.Tr,regular
4124648206,city,İstanbul,addr
4124648206,street,Yıldız Posta Avenue,addr
4124648206,postcode,34394,addr
4124648206,internet_access,Yes,regular
4124648206,housenumber,13,addr
4124654506,atm,Yes,regular
4124654506,name,Garanti,regular
4124654506,amenity,Bank,regular
4124654506,city,İstanbul,addr
4124654506,street,Yıldız Posta Avenue,addr
4124654506,description,Esentepe Subesi,regular
4124654506,drive_through,No,regular
4124654506,housenumber,15,addr
4124658461,atm,Yes,regular
4124658461,name,Ziraat,regular
4124658461,amenity,Bank,regular
4124658461,city,İstanbul,addr
4124658461,street,Yıldız Posta Avenue,addr
4124658461,description,Gayrettepe Subesi,regular
4124658461,housenumber,15,addr
4124660799,name,Durak Büfe,regular
4124660799,amenity,Fast_Food,regular
4124660799,cuisine,Burger,regular
4124660799,smoking,Outside,regular
4124660799,website,Http://Www.Durakbufe.Com.Tr,regular
4124660799,delivery,Yes,regular
4124660799,takeaway,Yes,regular
4124660799,city,İstanbul,addr
4124660799,street,Süleymanbey Street,addr
4124660799,housenumber,4/A,addr
4124666996,name,RTR80 Retro Burger,regular
4124666996,amenity,Fast_Food,regular
4124666996,cuisine,Burger,regular
4124666996,smoking,Outside,regular
4124666996,website,Https://Www.Facebook.Com/Rtr80Retroburger/,regular
4124666996,delivery,Yes,regular
4124666996,takeaway,Yes,regular
4124666996,city,İstanbul,addr
4124666996,street,Yıldız Posta Avenue,addr
4124666996,housenumber,Evren Sitesi,addr
4124679395,name,Akatlar Kültür Merkezi,regular
4124679395,tourism,Attraction,regular
4126184110,name,Idil,regular
4126184110,phone,+902122660530,regular
4126184110,amenity,Taxi,regular
4126184110,website,Http://Www.Onlinetaksi.Com/Idil-Taksi.Html,regular
4126184110,capacity,10,regular
4126184110,city,Beşiktaş/İstanbul,addr
4126184110,street,Fahri Gizden Street,addr
4126250589,name,Cihan,regular
4126250589,phone,+902122720307,regular
4126250589,amenity,Taxi,regular
4126250589,website,Http://Www.Onlinetaksi.Com/Cihan-Taksi.Html,regular
4126250589,capacity,10,regular
4126250589,city,Beşiktaş/İstanbul,addr
4126250589,street,Cemil Aslan Güder Street,addr
4126250589,housenumber,10,addr
4126284005,name,Ulas,regular
4126284005,phone,+902122661817,regular
4126284005,amenity,Taxi,regular
4126284005,website,Http://Www.Onlinetaksi.Com/Ulas-Taksi.Html,regular
4126284005,capacity,3,regular
4126284005,city,Beşiktaş/İstanbul,addr
4126284005,street,Süleymanbey Street,addr
4126302943,name,Gayrettepe Muhtarlık,regular
4126302943,phone,+902122882016,regular
4126302943,office,Government,regular
4126302943,city,Beşiktaş/İstanbul,addr
4126302943,street,Fahri Gizden Street,addr
4126302943,housenumber,26,addr
4126489592,name,Manema,regular
4126489592,level,0,regular
4126489592,amenity,Cafe,regular
4126489592,smoking,Outside,regular
4126489592,takeaway,Yes,regular
4126489592,city,Istanbul,addr
4126489592,street,Buyukdere,addr
4126489592,internet_access,Wlan,regular
4126489592,outdoor_seating,Yes,regular
4126489592,fee,Yes,internet_access
4126599189,name,Renaissance Istanbul Polat Bosphorus Hotel,regular
4126599189,tourism,Hotel,regular
4126599189,operator,Marriott,regular
4126599189,city,Istanbul,addr
4126599189,street,Barbaros,addr
4126599189,postcode,34349,addr
4126599189,housenumber,145,addr
4159562856,amenity,Restaurant,regular
4159564922,name,Ozsoy Aksesuar,regular
4159564922,shop,Supermarket,regular
4159564922,wheelchair,No,regular
4159564943,name,Mado,regular
4159564943,amenity,Cafe,regular
4159564943,cuisine,Regional,regular
4159564943,wheelchair,Limited,regular
4160886514,name,Idealist,regular
4160886514,building,Yes,regular
4160886514,wheelchair,Limited,regular
4161519264,name,Starbucks,regular
4161519264,amenity,Cafe,regular
4161519264,wheelchair,No,regular
4161519265,name,Destan Nargile Cafe,regular
4161519265,note,The People Who Are With Wheelchair Need Help For Toilet.,regular
4161519265,amenity,Cafe,regular
4161519265,wheelchair,Yes,regular
4161519266,name,Ecrin Cafe,regular
4161519266,amenity,Cafe,regular
4161519266,wheelchair,No,regular
4161519267,name,Hazal Carpet Store,regular
4161519267,wheelchair,No,regular
4161519268,name,Ortaköy Kahvesi,regular
4161519268,amenity,Cafe,regular
4161519268,wheelchair,No,regular
4161519269,name,Destan Square,regular
4161519269,note,The People Who Are With Wheelchair Need Help For Toilet. / Tekerlekli Sandalye Kullanan Kişiler Için Tuvalet Kullanımı Yardım Gerektirir.,regular
4161519269,amenity,Cafe,regular
4161519269,wheelchair,Yes,regular
4161519270,name,Hibi Cafe,regular
4161519270,note,The People Who Are With Wheelchair Need Help For Toilet. / Tekerlekli Sandalye Kullanan Kişiler Için Tuvalet Kullanımı Yardım Gerektirir.,regular
4161519270,amenity,Cafe,regular
4161519270,wheelchair,Yes,regular
4161519271,name,Sultan Kebap,regular
4161519271,amenity,Restaurant,regular
4161519271,wheelchair,No,regular
4161519272,name,Borny'S Cafe,regular
4161519272,amenity,Cafe,regular
4161519272,wheelchair,No,regular
4161519273,name,Kırçiçeği,regular
4161519273,amenity,Restaurant,regular
4161519273,wheelchair,Yes,regular
4161519274,name,Ali Baba Cafe,regular
4161519274,amenity,Cafe,regular
4161519274,wheelchair,Limited,regular
4161519275,name,Golden Kebap,regular
4161519275,note,The People Who Are With Wheelchair Need Help For Toilet. / Tekerlekli Sandalye Kullanan Kişiler Için Tuvalet Kullanımı Yardım Gerektirir.,regular
4161519275,amenity,Restaurant,regular
4161519275,wheelchair,Yes,regular
4161519276,name,Newyork Fries,regular
4161519276,amenity,Fast_Food,regular
4161519276,wheelchair,Yes,regular
4161519277,name,Suadiye Marmaris,regular
4161519277,amenity,Fast_Food,regular
4161519277,wheelchair,Yes,regular
4161519278,name,Akbank,regular
4161519278,amenity,Bank,regular
4161519278,wheelchair,Limited,regular
4161519279,name,Orthodox Church Of St. Phokas,regular
4161519279,amenity,Place_Of_Worship,regular
4161519279,religion,Christian,regular
4161519279,wheelchair,Limited,regular
4161524028,name,Cerag Cafe,regular
4161524028,amenity,Cafe,regular
4161524028,wheelchair,Limited,regular
4161524029,name,Gift Shop,regular
4161524029,wheelchair,Limited,regular
4161524030,name,Souvenir Shop,regular
4161524030,wheelchair,Limited,regular
4161524031,name,Barish Design (Gift Shop),regular
4161524036,name,Home And Concept Shop,regular
4161524037,name,Souvenir Shop,regular
4161524037,wheelchair,Limited,regular
4161524038,name,Mazide (Souvenir Shop),regular
4161524038,wheelchair,Limited,regular
4161524039,name,Avsar Cafe,regular
4161524039,amenity,Cafe,regular
4161524039,wheelchair,Limited,regular
4161524040,name,Manti Evi,regular
4161524040,amenity,Cafe,regular
4161524040,wheelchair,Yes,regular
4161524041,name,Özlem Cafe,regular
4161524041,amenity,Cafe,regular
4161524041,wheelchair,Yes,regular
4161524041,description,The People Who Are With Wheelchair Need Help For Toilet. / Tekerlekli Sandalye Kullanan Kişiler Için Tuvalet Kullanımı Yardım Gerektirir.,regular
4161524042,name,Ayse Sultan,regular
4161524042,amenity,Cafe,regular
4161524042,wheelchair,Yes,regular
4161524042,description,The People Who Are With Wheelchair Need Help For Toilet. / Tekerlekli Sandalye Kullanan Kişiler Için Tuvalet Kullanımı Yardım Gerektirir.,regular
4161524043,name,Ibrahim Nargile,regular
4161524043,amenity,Cafe,regular
4161524043,wheelchair,Yes,regular
4161524043,description,The People Who Are With Wheelchair Need Help For Toilet. / Tekerlekli Sandalye Kullanan Kişiler Için Tuvalet Kullanımı Yardım Gerektirir.,regular
4161524044,name,Change Cafe,regular
4161524044,amenity,Cafe,regular
4161524044,wheelchair,Yes,regular
4161524044,description,The People Who Are With Wheelchair Need Help For Toilet. / Tekerlekli Sandalye Kullanan Kişiler Için Tuvalet Kullanımı Yardım Gerektirir.,regular
4161524045,amenity,Cafe,regular
4161524045,en,Malt Bar & Bistro,name
4161524045,wheelchair,Yes,regular
4161524045,description,The People Who Are With Wheelchair Need Help For Toilet. / Tekerlekli Sandalye Kullanan Kişiler Için Tuvalet Kullanımı Yardım Gerektirir.,regular
4161524046,name,Tomorcuk Cafe,regular
4161524046,amenity,Cafe,regular
4161524046,wheelchair,Yes,regular
4161524046,description,The People Who Are With Wheelchair Need Help For Toilet. / Tekerlekli Sandalye Kullanan Kişiler Için Tuvalet Kullanımı Yardım Gerektirir.,regular
4161524047,name,Ercan Tekel Shop,regular
4161524047,wheelchair,Yes,regular
4161524048,name,Subway,regular
4161524048,amenity,Cafe,regular
4161524048,wheelchair,No,regular
4161524049,name,Konyali,regular
4161524049,amenity,Restaurant,regular
4161524049,wheelchair,Limited,regular
4161524050,name,Kasap Doner,regular
4161524050,amenity,Fast_Food,regular
4161524050,wheelchair,Yes,regular
4161524051,name,Altan Shoe Shop,regular
4161524051,wheelchair,Limited,regular
4161578200,name,Pasa Döner,regular
4161578200,amenity,Fast_Food,regular
4161578200,cuisine,Kebab,regular
4161578200,wheelchair,Yes,regular
4161579228,name,Bosphorus Hotel Suit,regular
4161579228,tourism,Hotel,regular
4161579228,wheelchair,No,regular
4161590406,name,Kuzguncuk PTT,regular
4161590406,amenity,Post_Office,regular
4161590406,street,Tenekeci Musa Street,addr
4161594598,name,Teb Express,regular
4161594598,amenity,Bank,regular
4161594598,wheelchair,No,regular
4161611431,housenumber,48,addr
4161611431,street,Çırağan Avenue,addr
4161611431,amenity,Bank,regular
4161611431,name,QNB Finansbank,regular
4161611431,wheelchair,No,regular
4161616997,name,Cold Stone Pizza,regular
4161616997,amenity,Fast_Food,regular
4161616997,wheelchair,Yes,regular
4161617544,street,Çırağan Avenue,addr
4161617544,amenity,Bank,regular
4161617544,name,Vakif Bank,regular
4161617544,wheelchair,No,regular
4161643301,amenity,School,regular
4161643301,wheelchair,Yes,regular
4161652578,name,Casa,regular
4161652578,amenity,Cafe,regular
4161652578,wheelchair,No,regular
4161694290,name,Ziraat Bankası,regular
4161694290,amenity,Bank,regular
4161694290,wheelchair,Yes,regular
4161745115,amenity,Atm,regular
4161751291,name,Kebir Gıda,regular
4161751291,wheelchair,No,regular
4161751292,name,Turk Telekom,regular
4161751292,shop,Mobile_Phone,regular
4161751292,wheelchair,Limited,regular
4161751293,name,Kirtasiye Meva,regular
4161751293,shop,Stationery Store,regular
4161751293,wheelchair,Limited,regular
4161751294,name,Gazip Home,regular
4161751294,wheelchair,No,regular
4161751295,name,Turkcell,regular
4161751295,shop,Mobile_Phone,regular
4161751295,wheelchair,No,regular
4161751296,name,Dry House,regular
4161751296,shop,Dry_Cleaning,regular
4161751297,name,Ortaköy Ucuzluk Pazarı,regular
4161751297,shop,Convenience,regular
4161751297,wheelchair,No,regular
4161751298,name,Galeri Emlak,regular
4161751298,wheelchair,Limited,regular
4161751299,name,Fabrika Satış Mağazası,regular
4161751299,shop,Supermarket,regular
4161751299,wheelchair,No,regular
4161756611,name,Sengönül Tavuçuluk,regular
4161756611,shop,Butcher,regular
4161756611,wheelchair,No,regular
4161756612,name,Paradise Emlak,regular
4161756612,wheelchair,Limited,regular
4161756613,name,Western Union,regular
4161756613,shop,Supermarket,regular
4161756613,wheelchair,Yes,regular
4161756614,name,Yeni Cınaraltı Manav,regular
4161756614,shop,Greengrocer,regular
4161756614,wheelchair,Yes,regular
4161756617,name,Karaoke MIDO,regular
4161756617,amenity,Bar,regular
4161861021,name,Deniz Cafe,regular
4161861021,amenity,Cafe,regular
4161861021,wheelchair,Limited,regular
4161861022,name,Özlem Çay Evi,regular
4161861022,amenity,Cafe,regular
4161861022,wheelchair,Limited,regular
4161861023,name,Ayşe Sultan Cafe,regular
4161861023,amenity,Cafe,regular
4161861023,wheelchair,Limited,regular
4161861024,name,Ferry,regular
4161861024,amenity,Cafe,regular
4161861024,wheelchair,Limited,regular
4161868209,name,Ortaköy Zübeyde Teknik Lisesi,regular
4161868209,amenity,College,regular
4162010490,name,Tchibo,regular
4162010490,wheelchair,No,regular
4162010490,accessibility,Tchibo,regular
4162010491,name,Ortaköy Sanat Galerisi,regular
4162010491,wheelchair,Yes,regular
4162021182,name,Hotel Princess,regular
4162021182,tourism,Hotel,regular
4162021182,wheelchair,Yes,regular
4162021183,name,Dominos,regular
4162021183,amenity,Restaurant,regular
4162021183,wheelchair,Yes,regular
4162021184,name,Yemen 2 Ocakbasi,regular
4162021184,amenity,Restaurant,regular
4162021184,cuisine,Regional,regular
4162021184,wheelchair,Limited,regular
4162021185,name,Cengelköy Börekcisi,regular
4162021185,amenity,Restaurant,regular
4162021185,wheelchair,No,regular
4162041569,amenity,Ferry_Terminal,regular
4162041569,name,Kabataş,regular
4162041569,ru,Кабаташ,name
4162041569,note,FIXME: Precise Location,regular
4162041569,operator,Dentur Avrasya,regular
